"","StartDate","EndDate","StartTime","EndTime","chinook0_wild_num","chinook0_hatchery_num","chinook1_wild_num","chinook1_hatchery_num","chum0_wild_num","coho0_wild_num","coho1_wild_num","coho1_hatchery_num","steelheadsmolt_wild_num","sockeye0_wild_num","sockeye1_wild_num","pink0_wild_num","start_datetime","end_datetime","In","midpoint"
"1",2015-01-28,2015-01-28,1899-12-30 12:30:00,1899-12-30 17:30:00,9,0,0,0,0,0,0,0,0,0,0,0,2015-01-28 12:30:00,2015-01-28 17:30:00,5,2015-01-28 15:00:00
"2",2015-01-29,2015-01-30,1899-12-30 17:30:00,1899-12-30 07:00:00,180,0,1,0,0,0,0,0,0,0,0,0,2015-01-29 17:30:00,2015-01-30 07:00:00,13.5,2015-01-30 00:15:00
"3",2015-01-30,2015-01-31,1899-12-30 17:30:00,1899-12-30 07:30:00,210,0,0,0,0,0,0,0,0,0,0,0,2015-01-30 17:30:00,2015-01-31 07:30:00,14,2015-01-31 00:30:00
"4",2015-01-31,2015-02-01,1899-12-30 17:30:00,1899-12-30 08:00:00,92,0,0,0,0,0,0,0,0,0,0,0,2015-01-31 17:30:00,2015-02-01 08:00:00,14.5,2015-02-01 00:45:00
"5",2015-02-01,2015-02-02,1899-12-30 20:30:00,1899-12-30 08:00:00,62,0,0,0,0,0,0,0,0,0,0,0,2015-02-01 20:30:00,2015-02-02 08:00:00,11.5,2015-02-02 02:15:00
"6",2015-02-02,2015-02-02,1899-12-30 08:00:00,1899-12-30 17:30:00,4,0,0,0,0,0,0,0,0,0,0,0,2015-02-02 08:00:00,2015-02-02 17:30:00,9.5,2015-02-02 12:45:00
"7",2015-02-02,2015-02-03,1899-12-30 17:30:00,1899-12-30 08:00:00,32,0,0,0,0,0,0,0,0,0,0,0,2015-02-02 17:30:00,2015-02-03 08:00:00,14.5,2015-02-03 00:45:00
"8",2015-02-03,2015-02-04,1899-12-30 17:30:00,1899-12-30 07:30:00,73,0,0,0,0,0,0,0,0,0,0,0,2015-02-03 17:30:00,2015-02-04 07:30:00,14,2015-02-04 00:30:00
"9",2015-02-04,2015-02-04,1899-12-30 07:45:00,1899-12-30 17:30:00,5,0,0,0,0,0,0,0,0,0,0,0,2015-02-04 07:45:00,2015-02-04 17:30:00,9.75,2015-02-04 12:37:30
"10",2015-02-04,2015-02-05,1899-12-30 17:45:00,1899-12-30 08:00:00,85,0,0,0,3,0,0,0,0,1,0,0,2015-02-04 17:45:00,2015-02-05 08:00:00,14.25,2015-02-05 00:52:30
"11",2015-02-05,2015-02-06,1899-12-30 17:30:00,1899-12-30 03:00:00,34,0,0,0,0,0,0,0,0,0,0,0,2015-02-05 17:30:00,2015-02-06 03:00:00,9.5,2015-02-05 22:15:00
"12",2015-02-05,2015-02-06,1899-12-30 17:30:00,1899-12-30 07:15:00,147,0,0,0,0,0,0,0,0,0,0,0,2015-02-05 17:30:00,2015-02-06 07:15:00,13.75,2015-02-06 00:22:30
"13",2015-02-11,2015-02-11,1899-12-30 18:00:00,1899-12-30 22:00:00,37,0,0,0,1,0,0,0,0,0,0,0,2015-02-11 18:00:00,2015-02-11 22:00:00,4,2015-02-11 20:00:00
"14",2015-02-11,2015-02-12,1899-12-30 18:00:00,1899-12-30 07:00:00,142,0,0,0,0,0,0,0,1,0,0,0,2015-02-11 18:00:00,2015-02-12 07:00:00,13,2015-02-12 00:30:00
"15",2015-02-12,2015-02-13,1899-12-30 18:00:00,1899-12-30 08:00:00,421,0,0,0,5,0,0,0,0,1,0,1,2015-02-12 18:00:00,2015-02-13 08:00:00,14,2015-02-13 01:00:00
"16",2015-02-13,2015-02-13,1899-12-30 08:10:00,1899-12-30 17:45:00,58,0,0,0,0,0,0,0,0,0,0,0,2015-02-13 08:10:00,2015-02-13 17:45:00,9.58333333333333,2015-02-13 12:57:30
"17",2015-02-13,2015-02-13,1899-12-30 08:15:00,1899-12-30 17:45:00,83,0,0,0,0,0,0,0,0,0,0,0,2015-02-13 08:15:00,2015-02-13 17:45:00,9.5,2015-02-13 13:00:00
"18",2015-02-13,2015-02-14,1899-12-30 18:00:00,1899-12-30 08:00:00,397,0,0,0,10,0,0,0,0,1,0,2,2015-02-13 18:00:00,2015-02-14 08:00:00,14,2015-02-14 01:00:00
"19",2015-02-14,2015-02-15,1899-12-30 18:00:00,1899-12-30 08:00:00,292,0,1,0,3,0,0,0,0,0,0,1,2015-02-14 18:00:00,2015-02-15 08:00:00,14,2015-02-15 01:00:00
"20",2015-02-15,2015-02-16,1899-12-30 18:00:00,1899-12-30 07:30:00,358,0,0,0,5,0,0,0,0,1,0,0,2015-02-15 18:00:00,2015-02-16 07:30:00,13.5,2015-02-16 00:45:00
"21",2015-02-16,2015-02-16,1899-12-30 07:45:00,1899-12-30 18:00:00,109,0,1,0,5,0,0,0,0,0,0,0,2015-02-16 07:45:00,2015-02-16 18:00:00,10.25,2015-02-16 12:52:30
"22",2015-02-16,2015-02-17,1899-12-30 18:45:00,1899-12-30 08:00:00,230,0,0,0,8,0,0,0,0,0,0,0,2015-02-16 18:45:00,2015-02-17 08:00:00,13.25,2015-02-17 01:22:30
"23",2015-02-17,2015-02-18,1899-12-30 18:00:00,1899-12-30 07:30:00,154,0,1,0,6,0,0,0,1,0,0,0,2015-02-17 18:00:00,2015-02-18 07:30:00,13.5,2015-02-18 00:45:00
"24",2015-02-18,2015-02-19,1899-12-30 18:00:00,1899-12-30 07:30:00,63,0,0,0,6,0,0,0,0,0,0,0,2015-02-18 18:00:00,2015-02-19 07:30:00,13.5,2015-02-19 00:45:00
"25",2015-02-19,2015-02-19,1899-12-30 07:40:00,1899-12-30 18:00:00,27,0,0,0,0,0,0,0,0,0,0,0,2015-02-19 07:40:00,2015-02-19 18:00:00,10.3333333333333,2015-02-19 12:50:00
"26",2015-02-19,2015-02-19,1899-12-30 07:45:00,1899-12-30 18:00:00,66,0,0,0,5,0,0,0,0,0,0,0,2015-02-19 07:45:00,2015-02-19 18:00:00,10.25,2015-02-19 12:52:30
"27",2015-02-19,2015-02-20,1899-12-30 18:10:00,1899-12-30 07:30:00,74,0,0,0,11,0,0,0,0,1,0,0,2015-02-19 18:10:00,2015-02-20 07:30:00,13.3333333333333,2015-02-20 00:50:00
"28",2015-02-19,2015-02-20,1899-12-30 18:15:00,1899-12-30 07:30:00,56,0,0,0,5,0,0,0,0,0,0,0,2015-02-19 18:15:00,2015-02-20 07:30:00,13.25,2015-02-20 00:52:30
"29",2015-02-20,2015-02-21,1899-12-30 18:00:00,1899-12-30 07:30:00,137,0,0,0,6,0,0,0,0,0,0,0,2015-02-20 18:00:00,2015-02-21 07:30:00,13.5,2015-02-21 00:45:00
"30",2015-02-21,2015-02-22,1899-12-30 18:00:00,1899-12-30 08:00:00,116,0,0,0,7,0,0,0,0,2,0,0,2015-02-21 18:00:00,2015-02-22 08:00:00,14,2015-02-22 01:00:00
"31",2015-02-22,2015-02-22,1899-12-30 08:15:00,1899-12-30 17:30:00,33,0,0,0,2,0,0,0,0,0,0,1,2015-02-22 08:15:00,2015-02-22 17:30:00,9.25,2015-02-22 12:52:30
"32",2015-02-22,2015-02-23,1899-12-30 17:45:00,1899-12-30 08:00:00,176,0,1,0,6,0,0,0,0,0,0,0,2015-02-22 17:45:00,2015-02-23 08:00:00,14.25,2015-02-23 00:52:30
"33",2015-02-23,2015-02-24,1899-12-30 18:00:00,1899-12-30 07:30:00,145,0,0,0,14,0,0,0,0,0,0,0,2015-02-23 18:00:00,2015-02-24 07:30:00,13.5,2015-02-24 00:45:00
"34",2015-02-24,2015-02-25,1899-12-30 18:30:00,1899-12-30 07:30:00,157,0,1,0,11,0,0,0,0,1,0,1,2015-02-24 18:30:00,2015-02-25 07:30:00,13,2015-02-25 01:00:00
"35",2015-02-25,2015-02-25,1899-12-30 07:40:00,1899-12-30 18:30:00,11,0,0,0,1,0,0,0,0,0,0,1,2015-02-25 07:40:00,2015-02-25 18:30:00,10.8333333333333,2015-02-25 13:05:00
"36",2015-02-25,2015-02-25,1899-12-30 07:45:00,1899-12-30 18:30:00,16,0,0,0,2,0,0,0,0,0,0,0,2015-02-25 07:45:00,2015-02-25 18:30:00,10.75,2015-02-25 13:07:30
"37",2015-02-25,2015-02-26,1899-12-30 18:40:00,1899-12-30 07:30:00,149,0,0,0,21,0,0,0,0,1,0,1,2015-02-25 18:40:00,2015-02-26 07:30:00,12.8333333333333,2015-02-26 01:05:00
"38",2015-02-26,2015-02-27,1899-12-30 18:30:00,1899-12-30 07:30:00,159,0,0,0,22,0,0,0,0,2,0,0,2015-02-26 18:30:00,2015-02-27 07:30:00,13,2015-02-27 01:00:00
"39",2015-02-27,2015-02-28,1899-12-30 18:30:00,1899-12-30 07:30:00,177,0,0,0,67,0,0,0,0,0,0,0,2015-02-27 18:30:00,2015-02-28 07:30:00,13,2015-02-28 01:00:00
"40",2015-02-28,2015-02-28,1899-12-30 07:45:00,1899-12-30 18:00:00,70,0,0,0,13,0,0,0,0,0,0,0,2015-02-28 07:45:00,2015-02-28 18:00:00,10.25,2015-02-28 12:52:30
"41",2015-02-28,2015-03-01,1899-12-30 18:15:00,1899-12-30 07:30:00,212,0,0,0,55,0,0,0,0,0,0,0,2015-02-28 18:15:00,2015-03-01 07:30:00,13.25,2015-03-01 00:52:30
"42",2015-03-01,2015-03-02,1899-12-30 18:00:00,1899-12-30 07:30:00,87,0,0,0,26,0,0,0,0,1,0,0,2015-03-01 18:00:00,2015-03-02 07:30:00,13.5,2015-03-02 00:45:00
"43",2015-03-02,2015-03-03,1899-12-30 18:30:00,1899-12-30 07:30:00,156,0,0,0,149,0,1,0,0,0,0,0,2015-03-02 18:30:00,2015-03-03 07:30:00,13,2015-03-03 01:00:00
"44",2015-03-03,2015-03-03,1899-12-30 07:40:00,1899-12-30 18:30:00,20,0,0,0,4,0,0,0,0,0,0,0,2015-03-03 07:40:00,2015-03-03 18:30:00,10.8333333333333,2015-03-03 13:05:00
"45",2015-03-03,2015-03-03,1899-12-30 07:45:00,1899-12-30 18:30:00,20,0,1,0,9,0,0,0,0,0,0,0,2015-03-03 07:45:00,2015-03-03 18:30:00,10.75,2015-03-03 13:07:30
"46",2015-03-03,2015-03-04,1899-12-30 18:40:00,1899-12-30 07:30:00,124,0,0,0,91,0,0,0,0,0,0,0,2015-03-03 18:40:00,2015-03-04 07:30:00,12.8333333333333,2015-03-04 01:05:00
"47",2015-03-03,2015-03-04,1899-12-30 18:45:00,1899-12-30 07:30:00,154,0,0,0,96,0,0,0,0,0,0,0,2015-03-03 18:45:00,2015-03-04 07:30:00,12.75,2015-03-04 01:07:30
"48",2015-03-04,2015-03-05,1899-12-30 18:30:00,1899-12-30 07:30:00,171,0,0,0,97,0,2,0,0,2,0,0,2015-03-04 18:30:00,2015-03-05 07:30:00,13,2015-03-05 01:00:00
"49",2015-03-05,2015-03-06,1899-12-30 18:30:00,1899-12-30 07:30:00,159,0,0,0,125,0,1,0,0,1,0,0,2015-03-05 18:30:00,2015-03-06 07:30:00,13,2015-03-06 01:00:00
"50",2015-03-06,2015-03-06,1899-12-30 07:45:00,1899-12-30 17:45:00,24,0,0,0,10,0,0,0,0,0,0,0,2015-03-06 07:45:00,2015-03-06 17:45:00,10,2015-03-06 12:45:00
"51",2015-03-06,2015-03-07,1899-12-30 18:00:00,1899-12-30 07:30:00,182,0,0,0,156,0,0,0,0,0,0,0,2015-03-06 18:00:00,2015-03-07 07:30:00,13.5,2015-03-07 00:45:00
"52",2015-03-07,2015-03-08,1899-12-30 18:30:00,1899-12-30 08:00:00,149,0,1,0,112,0,0,0,0,0,0,0,2015-03-07 18:30:00,2015-03-08 08:00:00,12.5,2015-03-08 00:45:00
"53",2015-03-08,2015-03-09,1899-12-30 19:30:00,1899-12-30 08:30:00,136,0,0,0,100,0,0,0,1,2,2,0,2015-03-08 19:30:00,2015-03-09 08:30:00,13,2015-03-09 02:00:00
"54",2015-03-09,2015-03-09,1899-12-30 08:40:00,1899-12-30 19:30:00,46,0,0,0,15,0,0,0,0,0,0,0,2015-03-09 08:40:00,2015-03-09 19:30:00,10.8333333333333,2015-03-09 14:05:00
"55",2015-03-09,2015-03-09,1899-12-30 08:45:00,1899-12-30 19:30:00,29,0,0,0,26,0,0,0,0,0,0,0,2015-03-09 08:45:00,2015-03-09 19:30:00,10.75,2015-03-09 14:07:30
"56",2015-03-09,2015-03-10,1899-12-30 19:40:00,1899-12-30 08:00:00,121,0,0,0,104,0,1,0,1,1,0,0,2015-03-09 19:40:00,2015-03-10 08:00:00,12.3333333333333,2015-03-10 01:50:00
"57",2015-03-10,2015-03-11,1899-12-30 19:30:00,1899-12-30 08:00:00,130,0,0,0,126,0,0,0,0,5,0,0,2015-03-10 19:30:00,2015-03-11 08:00:00,12.5,2015-03-11 01:45:00
"58",2015-03-11,2015-03-12,1899-12-30 19:30:00,1899-12-30 08:00:00,155,0,0,0,218,0,1,0,0,8,0,0,2015-03-11 19:30:00,2015-03-12 08:00:00,12.5,2015-03-12 01:45:00
"59",2015-03-12,2015-03-12,1899-12-30 08:15:00,1899-12-30 18:45:00,59,0,0,0,264,0,0,0,0,0,0,7,2015-03-12 08:15:00,2015-03-12 18:45:00,10.5,2015-03-12 13:30:00
"60",2015-03-12,2015-03-13,1899-12-30 19:00:00,1899-12-30 08:15:00,293,0,0,0,349,0,1,0,0,10,0,0,2015-03-12 19:00:00,2015-03-13 08:15:00,13.25,2015-03-13 01:37:30
"61",2015-03-13,2015-03-14,1899-12-30 19:30:00,1899-12-30 08:15:00,278,0,0,0,234,0,0,0,0,9,0,3,2015-03-13 19:30:00,2015-03-14 08:15:00,12.75,2015-03-14 01:52:30
"62",2015-03-14,2015-03-15,1899-12-30 19:30:00,1899-12-30 00:05:00,499,0,2,0,348,0,0,0,0,2,0,0,2015-03-14 19:30:00,2015-03-15 00:05:00,4.58333333333333,2015-03-14 21:47:30
"63",2015-03-14,2015-03-15,1899-12-30 19:30:00,1899-12-30 04:30:00,946,0,1,0,625,4,0,0,1,2,0,0,2015-03-14 19:30:00,2015-03-15 04:30:00,9,2015-03-15 00:00:00
"64",2015-03-15,2015-03-15,1899-12-30 16:00:00,1899-12-30 19:30:00,416,0,1,0,172,0,0,0,0,3,0,0,2015-03-15 16:00:00,2015-03-15 19:30:00,3.5,2015-03-15 17:45:00
"65",2015-03-15,2015-03-16,1899-12-30 19:40:00,1899-12-30 04:30:00,1234,0,0,0,537,7,0,0,0,5,0,0,2015-03-15 19:40:00,2015-03-16 04:30:00,8.83333333333333,2015-03-16 00:05:00
"66",2015-03-16,2015-03-17,1899-12-30 19:30:00,1899-12-30 08:00:00,1003,0,2,0,541,17,2,0,1,1,0,0,2015-03-16 19:30:00,2015-03-17 08:00:00,12.5,2015-03-17 01:45:00
"67",2015-03-17,2015-03-18,1899-12-30 19:30:00,1899-12-30 08:00:00,380,0,1,0,390,2,3,0,2,0,0,0,2015-03-17 19:30:00,2015-03-18 08:00:00,12.5,2015-03-18 01:45:00
"68",2015-03-18,2015-03-18,1899-12-30 08:15:00,1899-12-30 19:00:00,116,0,0,0,274,0,1,0,0,0,1,1,2015-03-18 08:15:00,2015-03-18 19:00:00,10.75,2015-03-18 13:37:30
"69",2015-03-18,2015-03-18,1899-12-30 13:00:00,1899-12-30 19:00:00,35,0,0,0,64,0,0,0,0,1,0,0,2015-03-18 13:00:00,2015-03-18 19:00:00,6,2015-03-18 16:00:00
"70",2015-03-18,2015-03-19,1899-12-30 19:15:00,1899-12-30 07:30:00,177,0,1,0,78,3,2,0,0,1,1,0,2015-03-18 19:15:00,2015-03-19 07:30:00,12.25,2015-03-19 01:22:30
"71",2015-03-19,2015-03-20,1899-12-30 19:30:00,1899-12-30 07:30:00,188,0,1,0,272,4,2,0,1,0,0,0,2015-03-19 19:30:00,2015-03-20 07:30:00,12,2015-03-20 01:30:00
"72",2015-03-20,2015-03-21,1899-12-30 19:30:00,1899-12-30 08:00:00,220,0,0,0,1252,5,2,0,1,0,0,0,2015-03-20 19:30:00,2015-03-21 08:00:00,12.5,2015-03-21 01:45:00
"73",2015-03-21,2015-03-21,1899-12-30 08:10:00,1899-12-30 19:30:00,15,0,0,0,460,0,0,0,0,0,0,0,2015-03-21 08:10:00,2015-03-21 19:30:00,11.3333333333333,2015-03-21 13:50:00
"74",2015-03-21,2015-03-21,1899-12-30 08:15:00,1899-12-30 19:30:00,31,0,0,0,340,0,0,0,0,0,0,0,2015-03-21 08:15:00,2015-03-21 19:30:00,11.25,2015-03-21 13:52:30
"75",2015-03-21,2015-03-22,1899-12-30 19:40:00,1899-12-30 08:00:00,722,0,2,0,2960,24,4,0,1,1,0,4,2015-03-21 19:40:00,2015-03-22 08:00:00,12.3333333333333,2015-03-22 01:50:00
"76",2015-03-22,2015-03-23,1899-12-30 19:40:00,1899-12-30 08:00:00,305,0,0,0,1362,16,1,0,1,1,0,0,2015-03-22 19:40:00,2015-03-23 08:00:00,12.3333333333333,2015-03-23 01:50:00
"77",2015-03-23,2015-03-24,1899-12-30 20:00:00,1899-12-30 08:00:00,272,0,1,0,1812,5,2,0,0,0,0,0,2015-03-23 20:00:00,2015-03-24 08:00:00,12,2015-03-24 02:00:00
"78",2015-03-24,2015-03-25,1899-12-30 20:00:00,1899-12-30 08:00:00,94,0,3,0,1077,5,1,0,0,1,0,0,2015-03-24 20:00:00,2015-03-25 08:00:00,12,2015-03-25 02:00:00
"79",2015-03-25,2015-03-26,1899-12-30 19:30:00,1899-12-30 07:30:00,450,0,1,0,2150,42,3,0,0,0,2,0,2015-03-25 19:30:00,2015-03-26 07:30:00,12,2015-03-26 01:30:00
"80",2015-03-26,2015-03-27,1899-12-30 19:30:00,1899-12-30 07:30:00,152,0,0,0,940,45,6,0,0,0,0,0,2015-03-26 19:30:00,2015-03-27 07:30:00,12,2015-03-27 01:30:00
"81",2015-03-27,2015-03-28,1899-12-30 20:30:00,1899-12-30 07:30:00,312,0,4,0,2448,11,2,0,0,2,0,0,2015-03-27 20:30:00,2015-03-28 07:30:00,11,2015-03-28 02:00:00
"82",2015-03-28,2015-03-28,1899-12-30 07:45:00,1899-12-30 20:00:00,244,0,9,0,1833,4,5,0,0,1,0,0,2015-03-28 07:45:00,2015-03-28 20:00:00,12.25,2015-03-28 13:52:30
"83",2015-03-28,2015-03-29,1899-12-30 20:15:00,1899-12-30 07:30:00,390,0,3,0,1220,67,8,0,1,0,2,0,2015-03-28 20:15:00,2015-03-29 07:30:00,11.25,2015-03-29 01:52:30
"84",2015-03-29,2015-03-30,1899-12-30 20:30:00,1899-12-30 07:30:00,321,0,1,0,1370,18,5,0,0,2,0,0,2015-03-29 20:30:00,2015-03-30 07:30:00,11,2015-03-30 02:00:00
"85",2015-03-30,2015-03-31,1899-12-30 20:00:00,1899-12-30 07:30:00,92,0,0,0,870,10,4,0,0,0,0,0,2015-03-30 20:00:00,2015-03-31 07:30:00,11.5,2015-03-31 01:45:00
"86",2015-03-31,2015-03-31,1899-12-30 08:00:00,1899-12-30 19:30:00,66,0,4,0,3980,0,0,0,0,0,0,0,2015-03-31 08:00:00,2015-03-31 19:30:00,11.5,2015-03-31 13:45:00
"87",2015-03-31,2015-04-01,1899-12-30 20:00:00,1899-12-30 07:30:00,93,0,2,0,1090,4,4,0,0,3,3,0,2015-03-31 20:00:00,2015-04-01 07:30:00,11.5,2015-04-01 01:45:00
"88",2015-04-01,2015-04-02,1899-12-30 20:00:00,1899-12-30 07:30:00,33,0,0,0,630,3,3,0,0,0,0,0,2015-04-01 20:00:00,2015-04-02 07:30:00,11.5,2015-04-02 01:45:00
"89",2015-04-01,2015-04-02,1899-12-30 20:00:00,1899-12-30 07:50:00,57,0,0,0,1650,4,6,0,0,0,0,0,2015-04-01 20:00:00,2015-04-02 07:50:00,11.8333333333333,2015-04-02 01:55:00
"90",2015-04-02,2015-04-03,1899-12-30 20:30:00,1899-12-30 07:30:00,38,0,1,0,400,1,5,0,1,0,1,0,2015-04-02 20:30:00,2015-04-03 07:30:00,11,2015-04-03 02:00:00
"91",2015-04-03,2015-04-03,1899-12-30 07:45:00,1899-12-30 20:00:00,10,0,1,0,630,0,0,0,0,0,0,0,2015-04-03 07:45:00,2015-04-03 20:00:00,12.25,2015-04-03 13:52:30
"92",2015-04-03,2015-04-04,1899-12-30 20:15:00,1899-12-30 07:30:00,27,0,1,0,1280,0,9,0,1,1,0,0,2015-04-03 20:15:00,2015-04-04 07:30:00,11.25,2015-04-04 01:52:30
"93",2015-04-04,2015-04-05,1899-12-30 20:30:00,1899-12-30 07:30:00,45,0,0,0,1830,2,13,0,1,1,1,0,2015-04-04 20:30:00,2015-04-05 07:30:00,11,2015-04-05 02:00:00
"94",2015-04-05,2015-04-06,1899-12-30 20:30:00,1899-12-30 07:30:00,41,0,0,0,5620,1,10,0,0,0,0,0,2015-04-05 20:30:00,2015-04-06 07:30:00,11,2015-04-06 02:00:00
"95",2015-04-06,2015-04-06,1899-12-30 08:00:00,1899-12-30 20:15:00,16,0,0,0,1540,0,0,0,0,0,0,0,2015-04-06 08:00:00,2015-04-06 20:15:00,12.25,2015-04-06 14:07:30
"96",2015-04-06,2015-04-07,1899-12-30 20:30:00,1899-12-30 07:30:00,25,0,0,0,1060,1,11,0,0,0,0,0,2015-04-06 20:30:00,2015-04-07 07:30:00,11,2015-04-07 02:00:00
"97",2015-04-07,2015-04-08,1899-12-30 20:30:00,1899-12-30 07:30:00,20,0,1,0,3240,0,4,6,1,0,1,0,2015-04-07 20:30:00,2015-04-08 07:30:00,11,2015-04-08 02:00:00
"98",2015-04-08,2015-04-09,1899-12-30 20:30:00,1899-12-30 07:30:00,27,0,0,0,3910,0,17,0,2,0,0,0,2015-04-08 20:30:00,2015-04-09 07:30:00,11,2015-04-09 02:00:00
"99",2015-04-09,2015-04-09,1899-12-30 07:45:00,1899-12-30 20:30:00,0,0,4,0,760,0,0,0,0,0,0,0,2015-04-09 07:45:00,2015-04-09 20:30:00,12.75,2015-04-09 14:07:30
"100",2015-04-09,2015-04-09,1899-12-30 08:00:00,1899-12-30 20:15:00,0,0,2,0,430,0,0,0,0,0,0,0,2015-04-09 08:00:00,2015-04-09 20:15:00,12.25,2015-04-09 14:07:30
"101",2015-04-09,2015-04-10,1899-12-30 20:30:00,1899-12-30 07:30:00,18,0,0,0,820,1,8,0,2,0,0,0,2015-04-09 20:30:00,2015-04-10 07:30:00,11,2015-04-10 02:00:00
"102",2015-04-09,2015-04-10,1899-12-30 20:45:00,1899-12-30 07:30:00,25,0,1,0,1320,3,5,0,0,1,0,0,2015-04-09 20:45:00,2015-04-10 07:30:00,10.75,2015-04-10 02:07:30
"103",2015-04-10,2015-04-11,1899-12-30 20:30:00,1899-12-30 07:30:00,56,0,3,0,3830,7,19,0,1,0,0,0,2015-04-10 20:30:00,2015-04-11 07:30:00,11,2015-04-11 02:00:00
"104",2015-04-11,2015-04-12,1899-12-30 20:30:00,1899-12-30 07:30:00,71,0,1,0,2630,2,34,0,1,0,0,0,2015-04-11 20:30:00,2015-04-12 07:30:00,11,2015-04-12 02:00:00
"105",2015-04-12,2015-04-12,1899-12-30 08:00:00,1899-12-30 20:00:00,61,0,0,0,5900,0,1,0,0,0,0,0,2015-04-12 08:00:00,2015-04-12 20:00:00,12,2015-04-12 14:00:00
"106",2015-04-12,2015-04-13,1899-12-30 20:30:00,1899-12-30 07:30:00,64,0,1,0,2260,18,31,0,3,0,1,0,2015-04-12 20:30:00,2015-04-13 07:30:00,11,2015-04-13 02:00:00
"107",2015-04-13,2015-04-14,1899-12-30 20:30:00,1899-12-30 07:30:00,61,0,0,0,3150,30,19,0,1,4,0,0,2015-04-13 20:30:00,2015-04-14 07:30:00,11,2015-04-14 02:00:00
"108",2015-04-14,2015-04-15,1899-12-30 20:30:00,1899-12-30 07:30:00,62,0,2,0,3130,8,24,0,3,0,0,0,2015-04-14 20:30:00,2015-04-15 07:30:00,11,2015-04-15 02:00:00
