"","StartDate","EndDate","StartTime","EndTime","chinook0_wild_num","chinook0_hatchery_num","chinook1_wild_num","chinook1_hatchery_num","chum0_wild_num","coho0_wild_num","coho1_wild_num","coho1_hatchery_num","steelheadsmolt_wild_num","sockeye0_wild_num","sockeye1_wild_num","pink0_wild_num","start_datetime","end_datetime","In","midpoint"
"109",2015-04-15,2015-04-15,1899-12-30 08:00:00,1899-12-30 20:45:00,9,0,1,0,1320,3,3,0,0,0,0,0,2015-04-15 08:00:00,2015-04-15 20:45:00,12.75,2015-04-15 14:22:30
"110",2015-04-15,2015-04-16,1899-12-30 21:00:00,1899-12-30 07:30:00,31,0,13,0,2070,6,9,0,1,0,0,0,2015-04-15 21:00:00,2015-04-16 07:30:00,10.5,2015-04-16 02:15:00
"111",2015-04-16,2015-04-17,1899-12-30 21:00:00,1899-12-30 07:30:00,18,0,3,0,1640,8,30,0,1,0,1,0,2015-04-16 21:00:00,2015-04-17 07:30:00,10.5,2015-04-17 02:15:00
"112",2015-04-17,2015-04-18,1899-12-30 21:00:00,1899-12-30 07:30:00,22,0,1,0,1560,1,25,0,2,1,0,0,2015-04-17 21:00:00,2015-04-18 07:30:00,10.5,2015-04-18 02:15:00
"113",2015-04-18,2015-04-18,1899-12-30 08:00:00,1899-12-30 20:30:00,4,0,0,0,670,0,4,0,0,0,0,0,2015-04-18 08:00:00,2015-04-18 20:30:00,12.5,2015-04-18 14:15:00
"114",2015-04-18,2015-04-19,1899-12-30 21:00:00,1899-12-30 07:30:00,5,0,0,0,690,0,48,0,0,0,1,0,2015-04-18 21:00:00,2015-04-19 07:30:00,10.5,2015-04-19 02:15:00
"115",2015-04-19,2015-04-20,1899-12-30 21:00:00,1899-12-30 07:30:00,27,0,0,0,570,1,68,0,7,0,4,0,2015-04-19 21:00:00,2015-04-20 07:30:00,10.5,2015-04-20 02:15:00
"116",2015-04-20,2015-04-21,1899-12-30 21:00:00,1899-12-30 07:30:00,19,0,0,0,960,5,53,0,3,0,0,1,2015-04-20 21:00:00,2015-04-21 07:30:00,10.5,2015-04-21 02:15:00
"117",2015-04-21,2015-04-21,1899-12-30 07:45:00,1899-12-30 21:00:00,1,0,4,0,410,0,10,0,0,0,0,0,2015-04-21 07:45:00,2015-04-21 21:00:00,13.25,2015-04-21 14:22:30
"118",2015-04-21,2015-04-22,1899-12-30 21:15:00,1899-12-30 07:30:00,29,0,0,0,3090,7,69,0,5,0,0,2,2015-04-21 21:15:00,2015-04-22 07:30:00,10.25,2015-04-22 02:22:30
"119",2015-04-22,2015-04-23,1899-12-30 21:00:00,1899-12-30 07:30:00,35,0,0,0,1430,6,101,0,0,0,1,1,2015-04-22 21:00:00,2015-04-23 07:30:00,10.5,2015-04-23 02:15:00
"120",2015-04-23,2015-04-24,1899-12-30 21:00:00,1899-12-30 07:30:00,27,0,0,0,1480,2,72,0,0,0,0,0,2015-04-23 21:00:00,2015-04-24 07:30:00,10.5,2015-04-24 02:15:00
"121",2015-04-24,2015-04-24,1899-12-30 08:00:00,1899-12-30 20:30:00,3,0,0,0,630,0,0,0,0,0,0,0,2015-04-24 08:00:00,2015-04-24 20:30:00,12.5,2015-04-24 14:15:00
"122",2015-04-24,2015-04-25,1899-12-30 21:00:00,1899-12-30 06:30:00,17,0,1,0,660,6,130,0,4,0,0,0,2015-04-24 21:00:00,2015-04-25 06:30:00,9.5,2015-04-25 01:45:00
"123",2015-04-25,2015-04-26,1899-12-30 21:00:00,1899-12-30 07:30:00,31,0,1,0,380,11,127,0,10,0,2,0,2015-04-25 21:00:00,2015-04-26 07:30:00,10.5,2015-04-26 02:15:00
"124",2015-04-26,2015-04-27,1899-12-30 21:00:00,1899-12-30 07:00:00,25,0,0,0,148,7,81,0,3,0,0,0,2015-04-26 21:00:00,2015-04-27 07:00:00,10,2015-04-27 02:00:00
"125",2015-04-27,2015-04-27,1899-12-30 07:30:00,1899-12-30 21:00:00,4,0,0,0,109,0,9,0,0,0,0,0,2015-04-27 07:30:00,2015-04-27 21:00:00,13.5,2015-04-27 14:15:00
"126",2015-04-27,2015-04-28,1899-12-30 21:15:00,1899-12-30 07:00:00,21,0,1,0,155,2,206,0,5,0,1,0,2015-04-27 21:15:00,2015-04-28 07:00:00,9.75,2015-04-28 02:07:30
"127",2015-04-28,2015-04-29,1899-12-30 21:00:00,1899-12-30 07:30:00,14,0,0,0,320,4,233,0,5,0,0,0,2015-04-28 21:00:00,2015-04-29 07:30:00,10.5,2015-04-29 02:15:00
"128",2015-04-29,2015-04-30,1899-12-30 21:00:00,1899-12-30 07:30:00,7,0,1,0,118,0,80,0,3,0,0,0,2015-04-29 21:00:00,2015-04-30 07:30:00,10.5,2015-04-30 02:15:00
"129",2015-04-30,2015-04-30,1899-12-30 08:00:00,1899-12-30 20:30:00,3,0,0,0,169,0,0,0,0,0,0,0,2015-04-30 08:00:00,2015-04-30 20:30:00,12.5,2015-04-30 14:15:00
"130",2015-04-30,2015-05-01,1899-12-30 21:00:00,1899-12-30 07:00:00,6,0,0,0,56,4,112,0,3,0,1,0,2015-04-30 21:00:00,2015-05-01 07:00:00,10,2015-05-01 02:00:00
"131",2015-05-01,2015-05-02,1899-12-30 21:00:00,1899-12-30 07:30:00,9,0,0,0,62,1,120,0,3,0,1,0,2015-05-01 21:00:00,2015-05-02 07:30:00,10.5,2015-05-02 02:15:00
"132",2015-05-02,2015-05-03,1899-12-30 21:00:00,1899-12-30 07:00:00,4,0,0,0,6,1,104,0,4,0,1,0,2015-05-02 21:00:00,2015-05-03 07:00:00,10,2015-05-03 02:00:00
"133",2015-05-03,2015-05-03,1899-12-30 07:15:00,1899-12-30 21:00:00,0,0,1,0,3,0,0,0,0,0,0,0,2015-05-03 07:15:00,2015-05-03 21:00:00,13.75,2015-05-03 14:07:30
"134",2015-05-03,2015-05-04,1899-12-30 21:15:00,1899-12-30 07:00:00,5,0,0,0,10,1,104,0,1,0,0,0,2015-05-03 21:15:00,2015-05-04 07:00:00,9.75,2015-05-04 02:07:30
"135",2015-05-04,2015-05-05,1899-12-30 21:00:00,1899-12-30 07:00:00,8,0,0,0,40,0,24,0,0,0,1,0,2015-05-04 21:00:00,2015-05-05 07:00:00,10,2015-05-05 02:00:00
"136",2015-05-05,2015-05-06,1899-12-30 21:00:00,1899-12-30 07:30:00,2,0,1,0,0,0,82,0,8,0,6,0,2015-05-05 21:00:00,2015-05-06 07:30:00,10.5,2015-05-06 02:15:00
"137",2015-05-05,2015-05-06,1899-12-30 21:10:00,1899-12-30 07:30:00,6,0,3,2,17,0,67,0,0,0,1,0,2015-05-05 21:10:00,2015-05-06 07:30:00,10.3333333333333,2015-05-06 02:20:00
"138",2015-05-06,2015-05-06,1899-12-30 08:00:00,1899-12-30 20:30:00,2,0,0,0,66,0,3,0,0,0,0,0,2015-05-06 08:00:00,2015-05-06 20:30:00,12.5,2015-05-06 14:15:00
"139",2015-05-06,2015-05-07,1899-12-30 21:00:00,1899-12-30 07:30:00,36,0,1,0,189,0,205,465,15,0,4,0,2015-05-06 21:00:00,2015-05-07 07:30:00,10.5,2015-05-07 02:15:00
"140",2015-05-07,2015-05-08,1899-12-30 21:00:00,1899-12-30 07:00:00,7,0,0,0,42,0,174,90,5,0,2,0,2015-05-07 21:00:00,2015-05-08 07:00:00,10,2015-05-08 02:00:00
"141",2015-05-08,2015-05-09,1899-12-30 23:45:00,1899-12-30 07:00:00,6,0,0,0,17,0,68,8,1,0,0,0,2015-05-08 23:45:00,2015-05-09 07:00:00,7.25,2015-05-09 03:22:30
"142",2015-05-09,2015-05-09,1899-12-30 07:15:00,1899-12-30 21:20:00,6,0,0,0,23,0,7,0,0,0,0,0,2015-05-09 07:15:00,2015-05-09 21:20:00,14.0833333333333,2015-05-09 14:17:30
"143",2015-05-09,2015-05-10,1899-12-30 21:30:00,1899-12-30 07:00:00,7,0,0,0,5,0,97,3,7,0,3,0,2015-05-09 21:30:00,2015-05-10 07:00:00,9.5,2015-05-10 02:15:00
"144",2015-05-10,2015-05-11,1899-12-30 21:30:00,1899-12-30 07:00:00,7,0,0,0,29,0,58,4,1,0,3,0,2015-05-10 21:30:00,2015-05-11 07:00:00,9.5,2015-05-11 02:15:00
"145",2015-05-11,2015-05-12,1899-12-30 21:00:00,1899-12-30 07:30:00,6,0,0,0,31,0,111,4,10,0,1,0,2015-05-11 21:00:00,2015-05-12 07:30:00,10.5,2015-05-12 02:15:00
"146",2015-05-12,2015-05-12,1899-12-30 08:00:00,1899-12-30 21:00:00,1,0,0,0,70,0,12,0,0,0,0,0,2015-05-12 08:00:00,2015-05-12 21:00:00,13,2015-05-12 14:30:00
"147",2015-05-12,2015-05-13,1899-12-30 21:15:00,1899-12-30 07:30:00,9,0,2,0,87,0,120,2,6,0,4,0,2015-05-12 21:15:00,2015-05-13 07:30:00,10.25,2015-05-13 02:22:30
"148",2015-05-13,2015-05-14,1899-12-30 21:00:00,1899-12-30 07:30:00,3,0,25,0,170,0,87,6,9,0,0,0,2015-05-13 21:00:00,2015-05-14 07:30:00,10.5,2015-05-14 02:15:00
"149",2015-05-14,2015-05-15,1899-12-30 21:30:00,1899-12-30 07:00:00,7,0,0,0,37,0,126,39,6,0,1,0,2015-05-14 21:30:00,2015-05-15 07:00:00,9.5,2015-05-15 02:15:00
"150",2015-05-15,2015-05-15,1899-12-30 07:15:00,1899-12-30 21:20:00,7,0,0,0,158,0,13,2,0,0,0,0,2015-05-15 07:15:00,2015-05-15 21:20:00,14.0833333333333,2015-05-15 14:17:30
"151",2015-05-15,2015-05-16,1899-12-30 21:30:00,1899-12-30 07:00:00,8,0,1,0,36,0,122,40,10,0,1,0,2015-05-15 21:30:00,2015-05-16 07:00:00,9.5,2015-05-16 02:15:00
"152",2015-05-16,2015-05-17,1899-12-30 21:30:00,1899-12-30 07:00:00,36,0,1,0,85,0,104,19,7,0,1,0,2015-05-16 21:30:00,2015-05-17 07:00:00,9.5,2015-05-17 02:15:00
"153",2015-05-17,2015-05-18,1899-12-30 21:30:00,1899-12-30 07:00:00,14,0,0,0,10,0,98,10,1,0,1,0,2015-05-17 21:30:00,2015-05-18 07:00:00,9.5,2015-05-18 02:15:00
"154",2015-05-18,2015-05-19,1899-12-30 21:30:00,1899-12-30 07:00:00,25,0,0,0,25,0,105,15,4,0,0,0,2015-05-18 21:30:00,2015-05-19 07:00:00,9.5,2015-05-19 02:15:00
"155",2015-05-19,2015-05-20,1899-12-30 21:30:00,1899-12-30 07:00:00,21,0,0,0,60,4,72,9,6,0,0,0,2015-05-19 21:30:00,2015-05-20 07:00:00,9.5,2015-05-20 02:15:00
"156",2015-05-20,2015-05-21,1899-12-30 21:30:00,1899-12-30 07:00:00,63,0,1,0,1740,0,164,22,8,0,1,0,2015-05-20 21:30:00,2015-05-21 07:00:00,9.5,2015-05-21 02:15:00
"157",2015-05-21,2015-05-22,1899-12-30 21:30:00,1899-12-30 06:00:00,28,0,0,0,54,1,55,10,5,0,0,0,2015-05-21 21:30:00,2015-05-22 06:00:00,8.5,2015-05-22 01:45:00
"158",2015-05-22,2015-05-23,1899-12-30 21:30:00,1899-12-30 07:00:00,18,0,0,0,28,0,90,8,4,0,0,0,2015-05-22 21:30:00,2015-05-23 07:00:00,9.5,2015-05-23 02:15:00
"159",2015-05-23,2015-05-24,1899-12-30 21:15:00,1899-12-30 07:00:00,57,0,1,0,25,0,86,2,8,0,1,0,2015-05-23 21:15:00,2015-05-24 07:00:00,9.75,2015-05-24 02:07:30
"160",2015-05-24,2015-05-24,1899-12-30 07:30:00,1899-12-30 21:15:00,19,0,0,0,24,0,2,0,0,0,0,0,2015-05-24 07:30:00,2015-05-24 21:15:00,13.75,2015-05-24 14:22:30
"161",2015-05-24,2015-05-25,1899-12-30 21:30:00,1899-12-30 07:00:00,65,0,0,0,19,0,61,4,1,0,0,0,2015-05-24 21:30:00,2015-05-25 07:00:00,9.5,2015-05-25 02:15:00
"162",2015-05-25,2015-05-26,1899-12-30 21:30:00,1899-12-30 07:00:00,15,0,0,0,12,1,45,3,4,0,0,0,2015-05-25 21:30:00,2015-05-26 07:00:00,9.5,2015-05-26 02:15:00
"163",2015-05-26,2015-05-27,1899-12-30 21:15:00,1899-12-30 07:30:00,9,0,17,0,11,1,12,3,1,0,0,0,2015-05-26 21:15:00,2015-05-27 07:30:00,10.25,2015-05-27 02:22:30
"164",2015-05-27,2015-05-27,1899-12-30 07:45:00,1899-12-30 21:00:00,4,0,0,0,9,0,8,0,0,0,0,0,2015-05-27 07:45:00,2015-05-27 21:00:00,13.25,2015-05-27 14:22:30
"165",2015-05-27,2015-05-28,1899-12-30 21:15:00,1899-12-30 07:30:00,9,0,0,0,7,0,35,0,1,0,0,0,2015-05-27 21:15:00,2015-05-28 07:30:00,10.25,2015-05-28 02:22:30
"166",2015-05-28,2015-05-29,1899-12-30 22:30:00,1899-12-30 07:30:00,4,0,0,0,7,0,28,1,0,0,1,0,2015-05-28 22:30:00,2015-05-29 07:30:00,9,2015-05-29 03:00:00
"167",2015-05-29,2015-05-30,1899-12-30 21:30:00,1899-12-30 07:30:00,4,0,0,0,14,0,8,0,1,0,0,0,2015-05-29 21:30:00,2015-05-30 07:30:00,10,2015-05-30 02:30:00
"168",2015-05-30,2015-05-30,1899-12-30 07:45:00,1899-12-30 21:30:00,15,0,0,0,56,0,11,0,0,0,0,0,2015-05-30 07:45:00,2015-05-30 21:30:00,13.75,2015-05-30 14:37:30
"169",2015-05-30,2015-05-31,1899-12-30 21:45:00,1899-12-30 07:00:00,26,0,0,0,32,0,59,0,3,0,0,0,2015-05-30 21:45:00,2015-05-31 07:00:00,9.25,2015-05-31 02:22:30
"170",2015-05-31,2015-06-01,1899-12-30 21:30:00,1899-12-30 07:00:00,6,0,0,0,2,0,20,0,3,0,0,0,2015-05-31 21:30:00,2015-06-01 07:00:00,9.5,2015-06-01 02:15:00
"171",2015-06-01,2015-06-02,1899-12-30 21:30:00,1899-12-30 07:00:00,12,0,0,0,6,0,13,0,0,0,0,0,2015-06-01 21:30:00,2015-06-02 07:00:00,9.5,2015-06-02 02:15:00
"172",2015-06-02,2015-06-02,1899-12-30 07:15:00,1899-12-30 21:15:00,2,0,0,0,1,0,6,0,0,0,0,0,2015-06-02 07:15:00,2015-06-02 21:15:00,14,2015-06-02 14:15:00
"173",2015-06-02,2015-06-03,1899-12-30 21:30:00,1899-12-30 07:00:00,13,82,0,0,6,0,9,1,0,0,0,0,2015-06-02 21:30:00,2015-06-03 07:00:00,9.5,2015-06-03 02:15:00
"174",2015-06-03,2015-06-04,1899-12-30 21:30:00,1899-12-30 07:00:00,27,176,0,0,11,1,6,0,0,0,0,0,2015-06-03 21:30:00,2015-06-04 07:00:00,9.5,2015-06-04 02:15:00
"175",2015-06-04,2015-06-05,1899-12-30 21:30:00,1899-12-30 07:00:00,8,33,0,0,2,1,19,1,0,0,0,0,2015-06-04 21:30:00,2015-06-05 07:00:00,9.5,2015-06-05 02:15:00
"176",2015-06-05,2015-06-05,1899-12-30 07:15:00,1899-12-30 21:30:00,6,2,0,0,2,0,0,0,0,0,0,0,2015-06-05 07:15:00,2015-06-05 21:30:00,14.25,2015-06-05 14:22:30
"177",2015-06-05,2015-06-06,1899-12-30 21:45:00,1899-12-30 07:00:00,12,20,0,0,4,0,10,0,1,0,0,0,2015-06-05 21:45:00,2015-06-06 07:00:00,9.25,2015-06-06 02:22:30
"178",2015-06-06,2015-06-07,1899-12-30 21:45:00,1899-12-30 07:00:00,6,22,0,0,2,0,12,0,0,0,0,0,2015-06-06 21:45:00,2015-06-07 07:00:00,9.25,2015-06-07 02:22:30
"179",2015-06-07,2015-06-08,1899-12-30 21:45:00,1899-12-30 07:00:00,3,11,0,0,9,0,6,0,0,0,0,0,2015-06-07 21:45:00,2015-06-08 07:00:00,9.25,2015-06-08 02:22:30
"180",2015-06-08,2015-06-09,1899-12-30 21:45:00,1899-12-30 07:00:00,7,18,0,0,1,0,4,0,0,0,0,0,2015-06-08 21:45:00,2015-06-09 07:00:00,9.25,2015-06-09 02:22:30
"181",2015-06-09,2015-06-10,1899-12-30 21:45:00,1899-12-30 06:00:00,5,22,0,0,9,0,12,0,0,0,0,0,2015-06-09 21:45:00,2015-06-10 06:00:00,8.25,2015-06-10 01:52:30
"182",2015-06-10,2015-06-11,1899-12-30 21:45:00,1899-12-30 07:00:00,2,9,0,0,4,0,4,0,0,0,0,0,2015-06-10 21:45:00,2015-06-11 07:00:00,9.25,2015-06-11 02:22:30
"183",2015-06-11,2015-06-11,1899-12-30 07:15:00,1899-12-30 21:45:00,9,14,0,0,5,0,1,0,0,0,0,0,2015-06-11 07:15:00,2015-06-11 21:45:00,14.5,2015-06-11 14:30:00
"184",2015-06-11,2015-06-12,1899-12-30 22:00:00,1899-12-30 07:00:00,6,7,0,0,4,0,1,0,0,0,0,0,2015-06-11 22:00:00,2015-06-12 07:00:00,9,2015-06-12 02:30:00
"185",2015-06-12,2015-06-13,1899-12-30 23:00:00,1899-12-30 07:00:00,5,9,0,0,4,0,2,0,0,0,0,0,2015-06-12 23:00:00,2015-06-13 07:00:00,8,2015-06-13 03:00:00
"186",2015-06-13,2015-06-14,1899-12-30 21:45:00,1899-12-30 07:00:00,7,10,0,0,2,1,2,0,0,0,0,0,2015-06-13 21:45:00,2015-06-14 07:00:00,9.25,2015-06-14 02:22:30
"187",2015-06-14,2015-06-14,1899-12-30 07:30:00,1899-12-30 21:30:00,1,2,0,0,0,0,0,0,0,0,0,0,2015-06-14 07:30:00,2015-06-14 21:30:00,14,2015-06-14 14:30:00
"188",2015-06-14,2015-06-15,1899-12-30 21:45:00,1899-12-30 07:00:00,7,11,0,0,1,0,2,0,0,0,0,0,2015-06-14 21:45:00,2015-06-15 07:00:00,9.25,2015-06-15 02:22:30
"189",2015-06-15,2015-06-16,1899-12-30 21:45:00,1899-12-30 07:00:00,7,8,0,0,1,1,2,0,0,0,0,0,2015-06-15 21:45:00,2015-06-16 07:00:00,9.25,2015-06-16 02:22:30
"190",2015-06-16,2015-06-17,1899-12-30 22:00:00,1899-12-30 07:00:00,2,9,0,0,0,0,1,0,0,0,0,0,2015-06-16 22:00:00,2015-06-17 07:00:00,9,2015-06-17 02:30:00
"191",2015-06-17,2015-06-17,1899-12-30 07:10:00,1899-12-30 21:40:00,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-17 07:10:00,2015-06-17 21:40:00,14.5,2015-06-17 14:25:00
"192",2015-06-17,2015-06-18,1899-12-30 21:55:00,1899-12-30 07:00:00,1,12,9,0,2,0,2,0,0,0,0,0,2015-06-17 21:55:00,2015-06-18 07:00:00,9.08333333333333,2015-06-18 02:27:30
"193",2015-06-18,2015-06-19,1899-12-30 22:00:00,1899-12-30 07:00:00,0,7,0,0,4,0,0,0,0,0,0,0,2015-06-18 22:00:00,2015-06-19 07:00:00,9,2015-06-19 02:30:00
"194",2015-06-19,2015-06-20,1899-12-30 22:00:00,1899-12-30 07:00:00,4,11,2,0,0,1,1,0,0,0,0,0,2015-06-19 22:00:00,2015-06-20 07:00:00,9,2015-06-20 02:30:00
"195",2015-06-20,2015-06-20,1899-12-30 07:30:00,1899-12-30 21:45:00,3,2,0,0,0,0,1,0,0,0,0,0,2015-06-20 07:30:00,2015-06-20 21:45:00,14.25,2015-06-20 14:37:30
"196",2015-06-20,2015-06-21,1899-12-30 22:00:00,1899-12-30 07:00:00,2,6,0,0,0,0,1,0,0,0,0,0,2015-06-20 22:00:00,2015-06-21 07:00:00,9,2015-06-21 02:30:00
"197",2015-06-21,2015-06-22,1899-12-30 22:00:00,1899-12-30 05:30:00,7,13,0,0,0,0,0,0,0,1,0,0,2015-06-21 22:00:00,2015-06-22 05:30:00,7.5,2015-06-22 01:45:00
"198",2015-06-22,2015-06-23,1899-12-30 22:00:00,1899-12-30 07:00:00,4,3,0,0,0,0,1,0,0,0,0,0,2015-06-22 22:00:00,2015-06-23 07:00:00,9,2015-06-23 02:30:00
"199",2015-06-23,2015-06-24,1899-12-30 22:00:00,1899-12-30 07:00:00,1,3,0,0,3,0,0,0,0,0,0,0,2015-06-23 22:00:00,2015-06-24 07:00:00,9,2015-06-24 02:30:00
"200",2015-06-24,2015-06-24,1899-12-30 07:10:00,1899-12-30 22:00:00,0,1,0,0,0,0,0,0,0,0,0,0,2015-06-24 07:10:00,2015-06-24 22:00:00,14.8333333333333,2015-06-24 14:35:00
"201",2015-06-24,2015-06-25,1899-12-30 22:20:00,1899-12-30 07:00:00,3,3,0,0,0,0,0,0,0,0,0,0,2015-06-24 22:20:00,2015-06-25 07:00:00,8.66666666666667,2015-06-25 02:40:00
"202",2015-06-25,2015-06-26,1899-12-30 22:00:00,1899-12-30 07:00:00,2,5,0,0,0,2,0,0,0,0,0,0,2015-06-25 22:00:00,2015-06-26 07:00:00,9,2015-06-26 02:30:00
"203",2015-06-26,2015-06-26,1899-12-30 07:30:00,1899-12-30 22:00:00,2,4,0,0,0,0,0,0,0,0,1,0,2015-06-26 07:30:00,2015-06-26 22:00:00,14.5,2015-06-26 14:45:00
"204",2015-06-26,2015-06-27,1899-12-30 22:15:00,1899-12-30 07:00:00,1,9,0,0,0,1,0,0,0,0,1,0,2015-06-26 22:15:00,2015-06-27 07:00:00,8.75,2015-06-27 02:37:30
"205",2015-06-27,2015-06-28,1899-12-30 22:00:00,1899-12-30 07:00:00,1,3,0,0,0,2,0,0,0,0,0,0,2015-06-27 22:00:00,2015-06-28 07:00:00,9,2015-06-28 02:30:00
"206",2015-06-28,2015-06-29,1899-12-30 22:00:00,1899-12-30 07:00:00,12,20,0,0,0,0,1,0,0,0,0,0,2015-06-28 22:00:00,2015-06-29 07:00:00,9,2015-06-29 02:30:00
"207",2015-06-29,2015-06-29,1899-12-30 07:15:00,1899-12-30 21:45:00,24,23,0,0,0,1,0,0,0,0,0,0,2015-06-29 07:15:00,2015-06-29 21:45:00,14.5,2015-06-29 14:30:00
"208",2015-06-29,2015-06-30,1899-12-30 22:00:00,1899-12-30 07:00:00,7,7,0,0,0,2,2,0,0,0,0,0,2015-06-29 22:00:00,2015-06-30 07:00:00,9,2015-06-30 02:30:00
"209",2015-06-30,2015-07-01,1899-12-30 22:00:00,1899-12-30 06:30:00,36,73,0,0,1,3,2,0,0,0,0,0,2015-06-30 22:00:00,2015-07-01 06:30:00,8.5,2015-07-01 02:15:00
"210",2015-07-01,2015-07-02,1899-12-30 22:00:00,1899-12-30 07:00:00,7,31,0,0,0,5,0,0,0,0,0,0,2015-07-01 22:00:00,2015-07-02 07:00:00,9,2015-07-02 02:30:00
"211",2015-07-02,2015-07-02,1899-12-30 07:15:00,1899-12-30 21:45:00,5,8,0,0,0,0,0,0,0,0,0,0,2015-07-02 07:15:00,2015-07-02 21:45:00,14.5,2015-07-02 14:30:00
"212",2015-07-02,2015-07-03,1899-12-30 22:00:00,1899-12-30 06:00:00,5,16,0,0,0,5,0,0,0,0,0,0,2015-07-02 22:00:00,2015-07-03 06:00:00,8,2015-07-03 02:00:00
"213",2015-07-05,2015-07-06,1899-12-30 21:45:00,1899-12-30 07:00:00,0,0,0,0,0,1,0,0,0,0,0,0,2015-07-05 21:45:00,2015-07-06 07:00:00,9.25,2015-07-06 02:22:30
"214",2015-07-06,2015-07-06,1899-12-30 07:15:00,1899-12-30 21:55:00,1,1,0,0,0,0,0,0,0,0,0,0,2015-07-06 07:15:00,2015-07-06 21:55:00,14.6666666666667,2015-07-06 14:35:00
"215",2015-07-06,2015-07-07,1899-12-30 22:05:00,1899-12-30 07:00:00,1,1,0,0,0,0,0,0,0,0,0,0,2015-07-06 22:05:00,2015-07-07 07:00:00,8.91666666666667,2015-07-07 02:32:30
"216",2015-07-07,2015-07-08,1899-12-30 22:00:00,1899-12-30 07:30:00,0,3,0,0,0,3,0,0,0,0,0,0,2015-07-07 22:00:00,2015-07-08 07:30:00,9.5,2015-07-08 02:45:00
"217",2015-07-08,2015-07-09,1899-12-30 22:00:00,1899-12-30 07:00:00,1,1,0,0,0,1,0,0,0,0,0,0,2015-07-08 22:00:00,2015-07-09 07:00:00,9,2015-07-09 02:30:00
"218",2015-07-11,2015-07-12,1899-12-30 22:00:00,1899-12-30 07:00:00,2,0,0,0,0,1,0,0,0,0,0,0,2015-07-11 22:00:00,2015-07-12 07:00:00,9,2015-07-12 02:30:00
"219",2015-07-12,2015-07-13,1899-12-30 22:00:00,1899-12-30 07:30:00,2,1,0,0,0,2,0,0,0,0,0,0,2015-07-12 22:00:00,2015-07-13 07:30:00,9.5,2015-07-13 02:45:00
